"Time","NumberOfCreaturesAlive","NumberOfSpeciesAlive","NumberOfCreaturesBorn","NumberOfCreaturesDeath"
"1","3","3","3","0"
"502","4","3","4","0"
"552","5","4","5","0"
"553","6","5","6","0"
"603","7","5","7","0"
"1053","8","6","8","0"
"1152","10","8","10","0"
"1302","11","8","11","0"
"1802","12","8","12","0"
"2253","13","8","13","0"
"2452","14","8","14","0"
"2553","15","8","15","0"
"2753","16","8","16","0"
"2953","17","8","17","0"
"3103","18","8","18","0"
"3402","19","8","19","0"
"3753","20","8","20","0"
"3754","21","8","21","0"
"3852","23","8","23","0"
"3954","24","8","24","0"
"4053","25","8","25","0"
"4103","26","8","26","0"
"4202","27","8","27","0"
"4404","28","8","28","0"
"4554","29","8","29","0"
"4703","30","8","30","0"
"4754","31","8","31","0"
"4854","32","8","32","0"
"4905","33","8","33","0"
"5002","34","8","34","0"
"5055","35","8","35","0"
"5153","36","8","36","0"
"5253","37","8","37","0"
"5303","38","8","38","0"
"5353","39","8","39","0"
"5354","40","8","40","0"
"5502","41","8","41","0"
"5705","42","8","42","0"
"5755","43","8","43","0"
"5802","44","8","44","0"
"5803","45","8","45","0"
"5804","46","8","46","0"
"5853","47","8","47","0"
"5854","49","8","49","0"
"5903","50","9","50","0"
"5904","51","9","51","0"
"5955","52","10","52","0"
"6002","49","9","52","3"
"6055","50","9","53","3"
"6104","49","9","53","4"
"6153","48","9","53","5"
"6204","49","9","54","5"
"6205","50","9","55","5"
"6253","52","9","57","5"
"6254","54","9","59","5"
"6303","55","9","60","5"
"6354","56","9","61","5"
"6453","57","9","62","5"
"6503","56","9","62","6"
"6506","57","9","63","6"
"6553","56","9","63","7"
"6554","56","8","64","8"
"6555","57","8","65","8"
"6603","58","8","66","8"
"6604","57","8","66","9"
"6655","58","8","67","9"
"6656","59","8","68","9"
"6706","60","8","69","9"
"6853","61","8","70","9"
"6904","63","9","72","9"
"6905","64","9","73","9"
"6955","65","9","74","9"
"7003","67","9","76","9"
"7004","68","9","77","9"
"7055","69","9","78","9"
"7103","70","9","79","9"
"7153","69","9","79","10"
"7154","70","10","80","10"
"7205","71","10","81","10"
"7254","72","10","82","10"
"7303","71","10","82","11"
"7304","73","10","84","11"
"7305","75","10","86","11"
"7453","76","10","87","11"
"7455","77","10","88","11"
"7507","78","11","89","11"
"7554","79","11","91","12"
"7555","81","11","93","12"
"7604","83","11","95","12"
"7653","84","11","96","12"
"7654","85","11","97","12"
"7655","86","11","98","12"
"7755","88","11","100","12"
"7803","87","11","100","13"
"7805","88","11","101","13"
"7856","89","11","102","13"
"7857","90","11","103","13"
"7904","91","11","104","13"
"7905","92","11","105","13"
"7956","94","11","107","13"
"7985","95","11","108","13"
"8053","96","11","109","13"
"8055","97","11","110","13"
"8104","100","11","113","13"
"8106","101","11","114","13"
"8156","102","11","115","13"
"8188","103","12","116","13"
"8253","104","12","117","13"
"8254","104","12","118","14"
"8255","105","12","119","14"
"8256","106","12","120","14"
"8355","107","12","121","14"
"8403","108","12","122","14"
"8404","112","12","126","14"
"8407","113","12","127","14"
"8453","112","12","127","15"
"8454","113","12","128","15"
"8505","114","12","129","15"
"8556","115","12","130","15"
"8585","116","12","131","15"
"8604","117","12","132","15"
"8653","118","12","133","15"
"8655","119","12","134","15"
"8657","120","12","135","15"
"8703","121","12","136","15"
"8704","122","12","137","15"
"8705","124","12","139","15"
"8706","125","12","140","15"
"8707","126","12","141","15"
"8754","126","12","142","16"
"8755","127","12","143","16"
"8781","128","12","144","16"
"8806","130","12","146","16"
"8853","129","12","146","17"
"8855","130","12","147","17"
"8904","131","12","148","17"
"8905","133","12","150","17"
"8954","132","12","150","18"
"8958","133","12","151","18"
"9005","134","12","152","18"
"9054","135","12","153","18"
"9055","137","13","155","18"
"9056","138","13","156","18"
"9104","136","13","156","20"
"9105","138","13","158","20"
"9106","139","13","159","20"
"9153","140","14","160","20"
"9154","141","14","161","20"
"9155","142","14","162","20"
"9203","143","14","163","20"
"9204","144","14","164","20"
"9254","145","14","165","20"
"9256","146","14","166","20"
"9257","147","14","167","20"
"9260","148","14","168","20"
"9304","149","14","169","20"
"9306","150","14","170","20"
"9353","151","14","171","20"
"9356","152","14","172","20"
"9403","151","14","172","21"
"9406","153","14","174","21"
"9407","155","14","176","21"
"9505","160","14","181","21"
"9506","161","14","182","21"
"9507","162","14","183","21"
"9603","163","14","184","21"
"9604","164","14","185","21"
"9656","165","14","186","21"
"9657","166","14","187","21"
"9705","168","14","189","21"
"9754","167","14","189","22"
"9755","166","14","189","23"
"9756","167","14","190","23"
"9757","169","14","192","23"
"9804","172","14","195","23"
"9805","173","14","196","23"
"9808","174","14","197","23"
"9853","173","14","197","24"
"9855","174","14","198","24"
"9904","176","14","200","24"
"9905","176","14","201","25"
"9906","177","14","202","25"
"9954","178","14","203","25"
"9955","178","14","204","26"
"9956","180","14","206","26"
"9957","181","14","207","26"
"10003","180","14","207","27"
"10004","181","14","208","27"
"10005","183","14","210","27"
"10055","184","14","211","27"
"10104","184","14","212","28"
"10106","185","14","213","28"
"10155","186","14","214","28"
"10191","187","14","215","28"
"10203","189","14","217","28"
"10204","191","14","219","28"
"10206","193","14","221","28"
"10209","194","14","222","28"
"10210","195","14","223","28"
"10253","196","15","224","28"
"10255","197","15","225","28"
"10256","198","15","226","28"
"10257","199","15","227","28"
"10258","200","15","228","28"
"10260","201","15","229","28"
"10304","203","15","231","28"
"10305","205","15","233","28"
"10306","207","15","235","28"
"10354","206","15","235","29"
"10357","208","15","237","29"
"10360","209","15","238","29"
"10404","208","15","238","30"
"10405","208","15","239","31"
"10458","209","15","240","31"
"10484","210","15","241","31"
"10506","211","15","242","31"
"10554","212","15","243","31"
"10555","212","15","244","32"
"10556","213","15","245","32"
"10604","214","15","246","32"
"10605","216","15","248","32"
"10606","218","15","250","32"
"10654","219","15","251","32"
"10656","222","15","254","32"
"10658","223","15","255","32"
"10704","222","15","255","33"
"10705","223","15","256","33"
"10706","224","15","257","33"
"10755","223","15","257","34"
"10756","224","15","258","34"
"10804","225","15","259","34"
"10806","226","15","260","34"
"10854","226","15","261","35"
"10855","228","15","263","35"
"10857","229","15","264","35"
"10878","230","15","265","35"
"10904","231","15","266","35"
"10905","232","15","267","35"
"10906","231","15","267","36"
"10907","233","15","269","36"
"10955","234","15","270","36"
"10956","235","15","271","36"
"10957","237","15","273","36"
"11003","236","15","273","37"
"11004","236","15","274","38"
"11054","237","15","275","38"
"11056","236","15","276","40"
"11058","238","15","278","40"
"11059","239","15","279","40"
"11103","240","15","280","40"
"11105","241","15","281","40"
"11106","242","15","282","40"
"11107","244","15","284","40"
"11108","245","15","285","40"
"11154","245","15","286","41"
"11155","248","15","289","41"
"11156","249","15","290","41"
"11158","251","15","292","41"
"11205","254","15","295","41"
"11206","256","15","297","41"
"11207","257","15","298","41"
"11254","258","15","299","41"
"11255","259","15","300","41"
"11256","261","15","302","41"
"11307","263","15","304","41"
"11353","264","15","305","41"
"11354","265","15","306","41"
"11355","264","15","307","43"
"11367","265","15","308","43"
"11379","266","15","309","43"
"11406","268","15","311","43"
"11407","271","15","314","43"
"11408","272","15","315","43"
"11440","273","15","316","43"
"11454","272","15","316","44"
"11456","273","15","317","44"
"11503","272","15","317","45"
"11504","273","15","318","45"
"11505","278","15","323","45"
"11506","280","15","325","45"
"11555","281","15","326","45"
"11558","282","15","327","45"
"11606","283","15","328","45"
"11607","284","15","329","45"
"11656","286","15","331","45"
"11704","288","15","333","45"
"11706","287","15","333","46"
"11708","288","15","334","46"
"11756","289","15","336","47"
"11803","288","15","336","48"
"11804","287","15","336","49"
"11805","287","15","337","50"
"11806","288","15","338","50"
"11807","289","15","339","50"
"11821","290","15","340","50"
"11837","291","15","341","50"
"11854","293","15","343","50"
"11855","291","15","343","52"
"11856","292","15","344","52"
"11857","293","15","345","52"
"11904","295","15","347","52"
"11905","298","15","351","53"
"11906","299","15","352","53"
"11907","300","15","353","53"
"11918","301","15","354","53"
"11955","302","15","355","53"
"11956","303","15","357","54"
"11957","304","15","358","54"
"11959","305","15","359","54"
"12005","306","15","360","54"
"12006","308","15","362","54"
"12055","309","15","363","54"
"12057","310","15","364","54"
"12058","311","15","365","54"
"12059","312","15","366","54"
"12106","314","15","368","54"
"12107","315","15","369","54"
"12204","316","15","370","54"
"12205","315","15","370","55"
"12206","314","15","370","56"
"12207","315","15","371","56"
"12208","316","15","372","56"
"12210","317","15","373","56"
"12251","318","15","374","56"
"12254","316","15","374","58"
"12255","318","15","377","59"
"12257","319","15","378","59"
"12304","319","15","379","60"
"12305","320","15","380","60"
"12306","324","15","384","60"
"12307","326","15","386","60"
"12308","327","15","387","60"
"12355","326","15","387","61"
"12356","327","15","388","61"
"12357","327","15","389","62"
"12358","328","15","390","62"
"12404","329","15","391","62"
"12406","331","15","393","62"
"12407","335","15","397","62"
"12421","334","15","397","63"
"12455","335","15","398","63"
"12457","338","15","401","63"
"12458","339","15","402","63"
"12480","340","15","403","63"
"12506","342","15","405","63"
"12507","346","15","409","63"
"12554","347","15","410","63"
"12555","348","15","412","64"
"12556","349","15","414","65"
"12557","350","15","415","65"
"12593","352","15","417","65"
"12604","351","15","417","66"
"12605","352","15","419","67"
"12607","354","15","421","67"
"12608","355","15","422","67"
"12609","356","15","423","67"
"12653","357","15","424","67"
"12656","357","15","425","68"
"12657","358","16","426","68"
"12658","359","16","427","68"
"12661","360","16","428","68"
"12703","361","16","429","68"
"12705","360","16","429","69"
"12706","361","16","430","69"
"12707","361","16","431","70"
"12754","360","16","431","71"
"12756","362","16","433","71"
"12757","361","16","433","72"
"12758","362","16","434","72"
"12788","363","16","435","72"
"12805","365","16","437","72"
"12806","365","16","438","73"
"12808","366","16","439","73"
"12854","366","16","440","74"
"12855","368","16","442","74"
"12858","369","16","443","74"
"12872","370","16","444","74"
"12904","371","16","445","74"
"12905","369","16","445","76"
"12906","369","16","446","77"
"12941","370","16","447","77"
"12948","371","16","448","77"
"12955","372","16","449","77"
"12956","372","16","450","78"
"12957","373","16","451","78"
"12958","375","16","453","78"
"12983","374","16","453","79"
"13004","372","16","453","81"
"13006","373","16","454","81"
"13007","376","16","457","81"
"13054","377","16","458","81"
"13055","379","16","460","81"
"13056","378","16","460","82"
"13057","379","16","461","82"
"13058","381","16","463","82"
"13105","383","16","465","82"
"13143","384","16","466","82"
"13155","385","16","468","83"
"13156","388","16","471","83"
"13157","389","16","472","83"
"13158","390","16","473","83"
"13159","391","16","474","83"
"13204","392","16","475","83"
"13206","393","16","476","83"
"13207","395","16","478","83"
"13208","396","16","479","83"
"13209","397","16","480","83"
"13216","398","16","481","83"
"13255","398","16","482","84"
"13257","400","16","484","84"
"13258","402","16","486","84"
"13259","403","16","487","84"
"13266","404","16","488","84"
"13305","401","16","488","87"
"13306","400","16","490","90"
"13307","403","17","493","90"
"13356","405","17","495","90"
"13357","407","17","497","90"
"13404","408","17","498","90"
"13405","410","17","500","90"
"13406","411","17","501","90"
"13407","411","17","502","91"
"13408","412","17","503","91"
"13425","413","17","504","91"
"13454","412","17","504","92"
"13455","415","17","507","92"
"13456","418","17","511","93"
"13457","419","17","512","93"
"13459","420","17","513","93"
"13486","419","17","513","94"
"13504","420","17","514","94"
"13506","422","17","516","94"
"13507","425","17","519","94"
"13508","426","17","520","94"
"13534","427","17","521","94"
"13555","431","17","526","95"
"13556","428","17","526","98"
"13557","431","17","529","98"
"13558","432","17","530","98"
"13583","431","17","530","99"
"13605","432","17","531","99"
"13606","433","17","532","99"
"13607","434","17","533","99"
"13608","435","17","535","100"
"13641","436","17","536","100"
"13654","434","17","536","102"
"13655","435","17","538","103"
"13656","435","17","539","104"
"13657","436","17","540","104"
"13658","437","17","541","104"
"13707","440","17","544","104"
"13708","441","17","545","104"
"13756","441","17","547","106"
"13757","443","17","549","106"
"13758","444","17","550","106"
"13760","445","17","551","106"
"13805","446","17","552","106"
"13806","447","17","554","107"
"13807","448","17","556","108"
"13808","449","17","557","108"
"13810","450","17","558","108"
"13819","451","17","559","108"
"13830","452","17","560","108"
"13838","453","17","561","108"
"13856","454","17","562","108"
"13857","454","17","563","109"
"13858","453","17","563","110"
"13859","454","17","564","110"
"13860","455","17","565","110"
"13867","456","17","566","110"
"13884","457","17","567","110"
"13890","458","17","568","110"
"13904","459","17","569","110"
"13905","459","17","570","111"
"13906","460","17","572","112"
"13907","462","17","574","112"
"13908","463","17","575","112"
"13918","464","17","576","112"
"13929","465","17","577","112"
"13956","466","17","578","112"
"13957","466","17","579","113"
"13958","467","17","580","113"
"13964","466","17","580","114"
"14007","470","17","584","114"
"14008","471","17","585","114"
"14009","472","17","586","114"
"14015","473","17","587","114"
"14023","474","17","588","114"
"14040","475","17","589","114"
"14054","474","17","589","115"
"14056","474","17","590","116"
"14057","475","18","591","116"
"14058","480","18","596","116"
"14076","481","18","597","116"
"14081","482","18","598","116"
"14104","483","18","599","116"
"14105","483","18","601","118"
"14106","486","18","604","118"
"14109","488","18","606","118"
"14154","487","18","606","119"
"14156","487","18","607","120"
"14157","488","18","609","121"
"14158","489","19","610","121"
"14205","487","19","610","123"
"14207","487","19","611","124"
"14208","488","19","612","124"
"14209","491","19","615","124"
"14215","492","19","616","124"
"14254","491","19","616","125"
"14255","491","19","617","126"
"14256","491","19","618","127"
"14257","490","19","618","128"
"14258","491","19","619","128"
"14271","492","19","620","128"
"14305","494","19","622","128"
"14306","496","19","624","128"
"14307","496","19","625","129"
"14308","497","19","626","129"
"14310","498","19","627","129"
"14356","500","19","630","130"
"14357","502","19","632","130"
"14358","503","19","633","130"
"14359","504","19","634","130"
"14369","506","19","636","130"
"14404","506","19","637","131"
"14405","502","19","637","135"
"14406","504","19","639","135"
"14407","504","19","640","136"
"14408","503","19","640","137"
"14421","504","19","641","137"
"14439","505","19","642","137"
"14455","504","19","642","138"
"14456","506","19","644","138"
"14457","508","19","646","138"
"14458","510","19","648","138"
"14459","511","19","649","138"
"14506","510","19","649","139"
"14507","511","19","650","139"
"14508","511","19","651","140"
"14517","512","19","652","140"
"14553","513","19","653","140"
"14556","517","19","657","140"
"14557","519","19","660","141"
"14558","520","19","661","141"
"14603","521","19","662","141"
"14605","520","19","662","142"
"14607","521","19","663","142"
"14608","522","19","664","142"
"14610","523","19","665","142"
"14652","524","19","666","142"
"14655","524","19","667","143"
"14656","523","19","667","144"
"14658","523","19","668","145"
"14659","524","19","669","145"
"14704","523","19","669","146"
"14705","522","19","669","147"
"14706","523","19","672","149"
"14707","523","19","674","151"
"14708","523","19","675","152"
"14710","524","19","676","152"
"14711","525","19","677","152"
"14756","524","19","677","153"
"14757","526","19","679","153"
"14758","528","19","681","153"
"14759","530","19","683","153"
"14760","529","19","683","154"
"14805","530","19","684","154"
"14807","531","19","686","155"
"14808","532","19","687","155"
"14809","533","19","688","155"
"14857","534","19","689","155"
"14858","534","19","690","156"
"14906","533","19","691","158"
"14907","534","19","692","158"
"14910","535","19","693","158"
"14925","536","19","694","158"
"14951","537","19","695","158"
"14955","535","19","695","160"
"14956","535","19","696","161"
"14957","537","19","698","161"
"14958","538","19","699","161"
"14959","539","19","701","162"
"15005","540","19","702","162"
"15006","540","19","703","163"
"15007","543","19","706","163"
"15008","544","19","707","163"
"15009","547","19","710","163"
"15010","548","19","711","163"
"15042","549","19","712","163"
"15055","551","19","714","163"
"15056","549","19","714","165"
"15057","549","19","715","166"
"15058","552","19","718","166"
"15059","553","19","719","166"
"15061","554","19","720","166"
"15063","555","19","721","166"
"15092","554","19","721","167"
"15106","553","19","722","169"
"15107","553","19","723","170"
"15108","554","19","724","170"
"15110","555","19","725","170"
"15155","556","19","727","171"
"15156","556","19","728","172"
"15157","558","19","730","172"
"15158","562","19","734","172"
"15159","563","19","735","172"
"15205","564","19","737","173"
"15207","565","19","739","174"
"15208","567","19","742","175"
"15209","568","19","743","175"
"15225","569","19","744","175"
"15239","568","19","744","176"
"15255","569","19","745","176"
"15256","571","19","747","176"
"15257","570","19","748","178"
"15258","572","19","750","178"
"15259","572","19","751","179"
"15304","571","19","751","180"
"15305","571","19","752","181"
"15306","573","19","755","182"
"15307","579","19","761","182"
"15308","582","19","764","182"
"15309","584","19","766","182"
"15354","583","19","766","183"
"15355","582","19","766","184"
"15356","583","19","767","184"
"15357","584","19","768","184"
"15358","585","19","770","185"
"15359","586","19","771","185"
"15360","587","19","772","185"
"15399","588","19","773","185"
"15405","588","19","774","186"
"15406","591","19","778","187"
"15407","590","19","778","188"
"15408","591","19","780","189"
"15410","592","19","781","189"
"15415","593","19","782","189"
"15423","594","19","783","189"
"15455","595","19","784","189"
"15456","597","19","786","189"
"15458","600","19","789","189"
"15459","601","19","790","189"
"15496","602","19","791","189"
"15506","603","19","794","191"
"15507","607","19","798","191"
"15508","608","19","800","192"
"15509","609","19","801","192"
"15511","608","19","801","193"
"15518","609","19","802","193"
"15533","610","19","803","193"
"15556","614","19","807","193"
"15557","613","19","807","194"
"15558","614","19","808","194"
"15559","616","19","810","194"
"15595","617","19","811","194"
"15601","616","19","811","195"
"15604","615","19","811","196"
"15605","614","19","811","197"
"15606","613","19","811","198"
"15607","613","19","812","199"
"15608","615","19","814","199"
"15609","618","19","817","199"
"15634","619","19","818","199"
"15657","621","19","820","199"
"15658","621","19","822","201"
"15659","623","19","825","202"
"15673","622","19","825","203"
"15693","623","19","826","203"
"15705","624","19","827","203"
"15706","624","19","828","204"
"15707","626","19","831","205"
"15708","630","19","835","205"
"15709","633","19","838","205"
"15710","635","19","840","205"
"15720","636","19","841","205"
"15755","637","19","842","205"
"15757","637","19","844","207"
"15758","638","19","846","208"
"15759","639","19","847","208"
"15760","640","19","848","208"
"15779","641","19","849","208"
"15797","642","19","850","208"
"15805","641","19","850","209"
"15806","640","19","850","210"
"15807","641","19","851","210"
"15808","643","19","853","210"
"15809","644","19","854","210"
"15810","645","19","855","210"
"15811","646","19","856","210"
"15816","647","19","857","210"
"15841","648","19","858","210"
"15856","649","19","859","210"
"15857","652","19","862","210"
"15858","654","19","865","211"
"15859","655","19","866","211"
"15861","656","19","867","211"
"15900","657","19","868","211"
"15905","655","19","868","213"
"15906","657","19","871","214"
"15907","656","19","871","215"
"15908","656","19","872","216"
"15909","655","19","872","217"
"15926","656","19","873","217"
"15949","657","19","874","217"
"15955","657","19","875","218"
"15956","658","19","877","219"
"15957","657","19","879","222"
"15958","659","19","882","223"
"15974","660","19","883","223"
"16005","659","19","883","224"
"16006","657","19","884","227"
"16007","660","19","887","227"
"16008","662","19","889","227"
"16009","663","19","890","227"
"16010","664","19","891","227"
"16055","665","19","892","227"
"16056","664","19","892","228"
"16057","666","19","894","228"
"16058","669","19","897","228"
"16059","668","19","897","229"
"16060","669","19","898","229"
"16074","670","19","899","229"
"16083","669","19","899","230"
"16086","670","19","900","230"
"16104","669","19","900","231"
"16106","670","19","901","231"
"16107","668","19","901","233"
"16108","670","19","903","233"
"16109","671","19","904","233"
"16110","672","19","905","233"
"16122","673","19","906","233"
"16123","672","19","906","234"
"16124","673","19","907","234"
"16157","675","19","909","234"
"16158","674","19","909","235"
"16159","675","19","910","235"
"16160","676","19","911","235"
"16172","675","19","911","236"
"16173","676","19","912","236"
"16182","676","19","913","237"
"16204","675","19","913","238"
"16205","674","19","913","239"
"16206","675","19","914","239"
"16207","676","19","915","239"
"16208","677","19","916","239"
"16209","678","19","917","239"
"16210","677","19","917","240"
"16211","676","19","917","241"
"16221","677","19","918","241"
"16248","678","19","919","241"
"16254","677","19","919","242"
"16255","678","19","920","242"
"16256","677","19","920","243"
"16257","677","19","922","245"
"16258","679","19","924","245"
"16261","679","19","925","246"
"16305","677","19","925","248"
"16306","680","19","929","249"
"16307","680","19","930","250"
"16308","681","19","932","251"
"16309","682","19","933","251"
"16310","684","19","935","251"
"16317","685","19","936","251"
"16318","686","19","937","251"
"16339","687","19","938","251"
"16346","688","19","939","251"
"16356","689","19","940","251"
"16357","691","19","943","252"
"16358","694","19","946","252"
"16359","696","19","948","252"
"16405","695","19","948","253"
"16407","696","19","951","255"
"16408","699","19","954","255"
"16450","700","19","955","255"
"16455","701","19","956","255"
"16456","702","19","957","255"
"16457","703","19","958","255"
"16459","705","19","961","256"
"16460","706","19","962","256"
"16463","705","19","962","257"
"16465","706","19","963","257"
"16507","707","19","966","259"
"16508","708","19","967","259"
"16509","709","19","968","259"
"16541","708","19","968","260"
"16555","707","19","968","261"
"16556","708","19","970","262"
"16557","708","19","971","263"
"16558","709","19","972","263"
"16559","712","19","975","263"
"16560","713","19","976","263"
"16575","714","19","977","263"
"16605","713","19","977","264"
"16606","711","19","977","266"
"16607","710","19","978","268"
"16608","712","19","980","268"
"16609","714","19","982","268"
"16610","715","19","983","268"
"16655","715","19","984","269"
"16656","715","19","985","270"
"16657","712","19","985","273"
"16658","713","19","986","273"
"16659","717","19","990","273"
"16689","718","19","991","273"
"16705","717","19","991","274"
"16706","720","19","995","275"
"16707","721","19","996","275"
"16708","723","19","998","275"
"16709","725","19","1000","275"
"16710","727","19","1002","275"
"16720","728","19","1003","275"
"16723","729","19","1004","275"
"16741","730","19","1005","275"
"16755","730","19","1006","276"
"16756","732","19","1008","276"
"16757","730","19","1008","278"
"16759","731","19","1009","278"
"16774","732","19","1010","278"
"16778","733","19","1011","278"
"16792","734","19","1012","278"
"16794","735","19","1013","278"
"16805","734","19","1013","279"
"16807","733","19","1013","280"
"16808","736","19","1016","280"
"16810","737","19","1017","280"
"16821","738","19","1018","280"
"16855","738","19","1019","281"
"16856","737","19","1020","283"
"16857","737","19","1021","284"
"16858","739","19","1023","284"
"16859","742","19","1026","284"
"16891","743","19","1027","284"
"16905","742","19","1027","285"
"16906","742","19","1028","286"
"16907","744","19","1030","286"
"16908","745","19","1033","288"
"16909","747","19","1035","288"
"16910","749","19","1037","288"
"16919","750","19","1038","288"
"16938","751","19","1039","288"
"16955","753","19","1041","288"
"16956","754","19","1043","289"
"16957","755","19","1044","289"
"16958","756","19","1045","289"
"16959","758","19","1047","289"
"16960","757","19","1047","290"
"16966","756","19","1047","291"
"16968","757","19","1048","291"
"16996","758","19","1049","291"
"17005","758","19","1050","292"
"17006","759","19","1052","293"
"17007","759","19","1054","295"
"17008","760","19","1056","296"
"17009","761","19","1057","296"
"17017","762","19","1058","296"
"17055","761","19","1058","297"
"17056","763","19","1060","297"
"17057","763","19","1061","298"
"17058","763","19","1062","299"
"17059","764","19","1064","300"
"17060","765","19","1065","300"
"17088","766","19","1066","300"
"17104","767","19","1067","300"
"17106","767","19","1068","301"
"17107","769","19","1070","301"
"17108","770","19","1071","301"
"17109","770","19","1073","303"
"17110","771","19","1074","303"
"17123","770","19","1074","304"
"17152","771","19","1075","304"
"17155","772","19","1076","304"
"17156","770","19","1077","307"
"17157","776","19","1083","307"
"17158","777","19","1084","307"
"17159","776","19","1084","308"
"17160","777","19","1086","309"
"17163","778","19","1087","309"
"17173","777","19","1087","310"
"17194","778","19","1088","310"
"17206","779","19","1089","310"
"17207","780","19","1090","310"
"17208","778","19","1090","312"
"17209","780","19","1092","312"
"17211","779","19","1092","313"
"17233","778","19","1092","314"
"17256","777","19","1093","316"
"17257","776","19","1093","317"
"17258","782","19","1099","317"
"17259","781","19","1100","319"
"17260","783","19","1102","319"
"17261","784","19","1103","319"
"17262","785","19","1104","319"
"17276","786","19","1105","319"
"17277","787","19","1106","319"
"17306","784","19","1106","322"
"17307","783","19","1106","323"
"17308","781","19","1108","327"
"17309","780","19","1108","328"
"17315","781","19","1109","328"
"17325","782","19","1110","328"
"17346","781","19","1110","329"
"17354","780","19","1110","330"
"17355","779","19","1110","331"
"17356","778","19","1110","332"
"17357","779","19","1113","334"
"17358","781","19","1116","335"
"17359","783","19","1118","335"
"17360","786","19","1121","335"
"17361","787","19","1122","335"
"17374","788","19","1123","335"
"17395","789","19","1124","335"
"17407","790","19","1126","336"
"17408","791","19","1128","337"
"17410","792","19","1129","337"
"17456","789","19","1129","340"
"17457","790","19","1132","342"
"17458","795","19","1137","342"
"17459","796","19","1138","342"
"17460","797","19","1139","342"
"17480","798","19","1140","342"
"17484","797","19","1140","343"
"17494","797","19","1141","344"
"17499","798","19","1142","344"
"17505","796","19","1142","346"
"17506","795","19","1143","348"
"17507","793","19","1144","351"
"17508","794","19","1146","352"
"17509","797","19","1149","352"
"17510","798","19","1150","352"
"17550","799","19","1151","352"
"17555","800","19","1152","352"
"17556","801","19","1154","353"
"17557","804","19","1157","353"
"17558","805","19","1158","353"
"17559","809","19","1163","354"
"17561","810","19","1164","354"
"17593","811","19","1165","354"
"17607","811","19","1167","356"
"17609","812","19","1169","357"
"17610","814","19","1171","357"
"17612","815","19","1172","357"
"17622","816","19","1173","357"
"17641","815","19","1173","358"
"17656","813","19","1174","361"
"17657","815","19","1176","361"
"17659","816","19","1177","361"
"17689","815","19","1177","362"
"17704","816","19","1178","362"
"17706","818","19","1180","362"
"17707","820","19","1183","363"
"17708","823","19","1186","363"
"17709","824","19","1188","364"
"17710","825","19","1189","364"
"17711","827","19","1191","364"
"17757","828","19","1193","365"
"17758","831","19","1196","365"
"17759","830","19","1196","366"
"17760","831","19","1197","366"
"17788","832","19","1198","366"
"17805","831","19","1198","367"
"17807","831","19","1199","368"
"17808","831","19","1201","370"
"17809","831","19","1202","371"
"17822","830","19","1202","372"
"17850","831","19","1203","372"
"17855","830","19","1203","373"
"17856","831","19","1205","374"
"17857","830","19","1205","375"
"17858","832","19","1208","376"
"17859","834","19","1210","376"
"17866","835","19","1211","376"
"17884","834","19","1211","377"
"17905","833","19","1211","378"
"17906","832","19","1212","380"
"17907","833","19","1214","381"
"17908","835","19","1216","381"
"17909","837","19","1218","381"
"17910","838","19","1219","381"
"17948","839","19","1220","381"
"17956","838","19","1220","382"
"17957","839","19","1222","383"
"17958","838","19","1222","384"
"17959","842","19","1226","384"
"17960","843","19","1227","384"
"17973","844","19","1228","384"
"17977","845","19","1229","384"
"17997","846","19","1230","384"
"17998","847","19","1231","384"
"18005","846","19","1231","385"
"18007","847","19","1232","385"
"18009","848","19","1233","385"
"18025","849","19","1234","385"
"18033","850","19","1235","385"
"18034","851","19","1236","385"
"18055","852","19","1237","385"
"18056","853","19","1238","385"
"18057","855","19","1240","385"
"18058","854","19","1242","388"
"18059","855","19","1243","388"
"18060","855","19","1244","389"
"18061","857","19","1246","389"
"18067","858","19","1247","389"
"18082","859","19","1248","389"
"18105","860","19","1249","389"
"18107","861","19","1252","391"
"18108","862","20","1254","392"
"18109","865","20","1257","392"
"18111","866","20","1258","392"
"18116","867","20","1259","392"
"18139","868","20","1260","392"
"18144","869","20","1261","392"
"18155","870","20","1262","392"
"18156","872","20","1264","392"
"18157","872","20","1265","393"
"18158","876","20","1269","393"
"18159","875","20","1270","395"
"18160","875","20","1271","396"
"18192","874","20","1271","397"
"18206","875","20","1272","397"
"18207","876","20","1273","397"
"18208","878","20","1275","397"
"18209","881","20","1278","397"
"18210","883","20","1280","397"
"18221","884","20","1281","397"
"18225","883","20","1281","398"
"18230","883","20","1282","399"
"18234","882","20","1282","400"
"18240","883","20","1283","400"
"18256","884","20","1285","401"
"18257","886","20","1287","401"
"18258","888","20","1290","402"
"18259","888","20","1291","403"
"18260","891","20","1294","403"
"18297","892","20","1295","403"
"18305","891","20","1295","404"
"18306","892","20","1296","404"
"18307","892","20","1300","408"
"18308","895","20","1303","408"
"18309","897","20","1305","408"
"18327","898","20","1306","408"
"18341","900","20","1308","408"
"18357","900","20","1309","409"
"18358","898","20","1311","413"
"18359","898","20","1313","415"
"18360","900","20","1315","415"
"18372","899","20","1315","416"
"18374","900","20","1316","416"
"18375","900","20","1317","417"
"18406","901","20","1318","417"
"18407","900","20","1318","418"
"18408","900","20","1321","421"
"18409","901","20","1322","421"
"18410","904","20","1325","421"
