"Time","NumberOfCreaturesAlive","NumberOfSpeciesAlive","NumberOfCreaturesBorn","NumberOfCreaturesDeath"
"26602","2051","20","3975","1924"
"26608","2052","20","3976","1924"
"26609","2054","20","3978","1924"
"26610","2055","20","3981","1926"
"26611","2060","20","3987","1927"
"26612","2061","20","3990","1929"
"26613","2065","20","3994","1929"
"26614","2066","20","3996","1930"
"26615","2067","20","3997","1930"
"26624","2066","20","3997","1931"
"26625","2065","20","3997","1932"
"26627","2066","20","3998","1932"
"26646","2067","20","3999","1932"
"26647","2068","20","4000","1932"
"26657","2067","20","4000","1933"
"26658","2065","20","4000","1935"
"26659","2066","20","4001","1935"
"26660","2067","20","4003","1936"
"26661","2069","20","4005","1936"
"26662","2072","20","4010","1938"
"26663","2076","20","4014","1938"
"26665","2077","20","4015","1938"
"26666","2078","21","4016","1938"
"26669","2077","21","4016","1939"
"26676","2078","21","4017","1939"
"26677","2079","21","4018","1939"
"26689","2080","21","4019","1939"
"26690","2081","21","4020","1939"
"26691","2080","21","4020","1940"
"26693","2081","21","4021","1940"
"26701","2082","21","4022","1940"
"26702","2083","21","4023","1940"
"26708","2083","21","4024","1941"
"26709","2087","21","4028","1941"
"26710","2090","21","4031","1941"
"26711","2092","21","4034","1942"
"26712","2094","21","4036","1942"
"26713","2093","21","4036","1943"
"26721","2094","21","4037","1943"
"26722","2095","21","4038","1943"
"26729","2096","21","4039","1943"
"26731","2097","21","4040","1943"
"26743","2098","21","4041","1943"
"26751","2099","21","4042","1943"
"26757","2100","21","4043","1943"
"26758","2101","21","4044","1943"
"26759","2097","21","4044","1947"
"26760","2097","21","4047","1950"
"26761","2100","21","4053","1953"
"26762","2104","21","4058","1954"
"26763","2106","21","4062","1956"
"26766","2107","21","4063","1956"
"26782","2106","21","4063","1957"
"26792","2104","21","4063","1959"
"26793","2103","21","4063","1960"
"26794","2102","21","4063","1961"
"26806","2101","21","4063","1962"
"26807","2102","21","4064","1962"
"26808","2103","21","4065","1962"
"26809","2102","21","4066","1964"
"26810","2100","21","4068","1968"
"26811","2105","21","4073","1968"
"26812","2106","21","4076","1970"
"26813","2108","21","4079","1971"
"26817","2107","21","4079","1972"
"26820","2108","21","4080","1972"
"26843","2109","21","4081","1972"
"26848","2110","21","4082","1972"
"26857","2111","21","4083","1972"
"26858","2110","21","4083","1973"
"26859","2107","21","4083","1976"
"26860","2109","21","4086","1977"
"26861","2111","21","4092","1981"
"26862","2112","21","4097","1985"
"26863","2115","21","4100","1985"
"26864","2116","21","4101","1985"
"26868","2116","21","4102","1986"
"26872","2117","21","4103","1986"
"26887","2118","21","4104","1986"
"26891","2119","21","4105","1986"
"26893","2120","21","4106","1986"
"26905","2119","21","4106","1987"
"26908","2118","21","4106","1988"
"26909","2116","21","4107","1991"
"26910","2116","21","4109","1993"
"26911","2113","21","4110","1997"
"26912","2114","21","4112","1998"
"26913","2112","21","4113","2001"
"26914","2114","21","4115","2001"
"26915","2116","21","4117","2001"
"26918","2115","21","4117","2002"
"26925","2116","21","4118","2002"
"26938","2117","21","4119","2002"
"26946","2116","21","4119","2003"
"26947","2117","21","4120","2003"
"26948","2116","21","4120","2004"
"26950","2117","21","4121","2004"
"26957","2118","21","4122","2004"
"26959","2115","21","4122","2007"
"26960","2118","21","4126","2008"
"26961","2115","21","4128","2013"
"26962","2115","21","4129","2014"
"26963","2116","21","4131","2015"
"26968","2115","21","4131","2016"
"26970","2116","21","4132","2016"
"26993","2115","21","4132","2017"
"26996","2116","21","4133","2017"
"26999","2117","21","4134","2017"
"27008","2115","21","4134","2019"
"27009","2109","21","4134","2025"
"27010","2109","21","4137","2028"
"27011","2112","21","4142","2030"
"27012","2114","21","4146","2032"
"27013","2114","21","4147","2033"
"27015","2116","21","4149","2033"
"27038","2115","21","4149","2034"
"27044","2116","21","4150","2034"
"27046","2117","21","4151","2034"
"27051","2116","21","4151","2035"
"27053","2117","21","4152","2035"
"27055","2118","21","4153","2035"
"27058","2117","21","4153","2036"
"27059","2116","21","4154","2038"
"27060","2115","21","4157","2042"
"27061","2116","21","4162","2046"
"27062","2114","21","4164","2050"
"27063","2119","21","4169","2050"
"27079","2120","21","4170","2050"
"27080","2119","21","4170","2051"
"27090","2117","21","4170","2053"
"27091","2118","21","4171","2053"
"27093","2119","21","4172","2053"
"27108","2118","21","4173","2055"
"27109","2117","21","4174","2057"
"27110","2117","21","4177","2060"
"27111","2119","21","4184","2065"
"27112","2121","21","4187","2066"
"27113","2126","21","4192","2066"
"27114","2128","22","4194","2066"
"27115","2129","22","4195","2066"
"27116","2130","22","4196","2066"
"27117","2131","22","4197","2066"
"27122","2132","22","4198","2066"
"27125","2133","22","4199","2066"
"27126","2132","22","4199","2067"
"27127","2133","22","4200","2067"
"27137","2134","22","4201","2067"
"27144","2133","22","4201","2068"
"27159","2131","22","4204","2073"
"27160","2129","22","4204","2075"
"27161","2133","22","4209","2076"
"27162","2138","22","4215","2077"
"27163","2138","22","4218","2080"
"27164","2137","22","4219","2082"
"27166","2138","22","4220","2082"
"27175","2138","22","4221","2083"
"27183","2139","22","4222","2083"
"27190","2138","22","4222","2084"
"27192","2137","22","4222","2085"
"27193","2136","22","4222","2086"
"27208","2135","22","4222","2087"
"27209","2133","22","4223","2090"
"27210","2136","22","4227","2091"
"27211","2140","22","4235","2095"
"27212","2142","22","4238","2096"
"27213","2142","22","4240","2098"
"27214","2148","22","4246","2098"
"27215","2149","22","4247","2098"
"27217","2150","22","4248","2098"
"27218","2149","22","4248","2099"
"27232","2148","22","4248","2100"
"27244","2149","22","4249","2100"
"27256","2150","22","4250","2100"
"27258","2148","22","4250","2102"
"27259","2150","22","4252","2102"
"27260","2151","22","4255","2104"
"27261","2152","22","4257","2105"
"27262","2155","22","4262","2107"
"27263","2155","22","4263","2108"
"27264","2157","22","4265","2108"
"27265","2158","22","4266","2108"
"27269","2159","22","4267","2108"
"27297","2158","22","4267","2109"
"27300","2160","22","4269","2109"
"27308","2162","22","4271","2109"
"27309","2160","22","4273","2113"
"27310","2161","22","4278","2117"
"27311","2161","22","4282","2121"
"27312","2160","22","4284","2124"
"27313","2161","22","4285","2124"
"27314","2165","22","4289","2124"
"27320","2166","22","4290","2124"
"27324","2167","22","4291","2124"
"27327","2166","22","4291","2125"
"27333","2165","22","4291","2126"
"27345","2164","22","4291","2127"
"27346","2163","22","4291","2128"
"27350","2164","22","4292","2128"
"27353","2163","22","4292","2129"
"27354","2164","22","4293","2129"
"27359","2164","22","4294","2130"
"27360","2168","22","4300","2132"
"27361","2166","22","4302","2136"
"27362","2168","22","4306","2138"
"27363","2172","22","4310","2138"
"27364","2173","22","4311","2138"
"27365","2174","22","4312","2138"
"27369","2175","22","4313","2138"
"27385","2174","22","4313","2139"
"27391","2175","22","4314","2139"
"27395","2176","22","4316","2140"
"27396","2177","22","4317","2140"
"27398","2178","22","4318","2140"
"27408","2176","22","4318","2142"
"27409","2179","22","4321","2142"
"27410","2178","22","4323","2145"
"27411","2172","22","4323","2151"
"27412","2174","22","4326","2152"
"27413","2176","22","4328","2152"
"27414","2177","22","4329","2152"
"27415","2177","22","4330","2153"
"27416","2178","22","4331","2153"
"27417","2179","22","4332","2153"
"27428","2178","22","4332","2154"
"27445","2179","22","4333","2154"
"27453","2179","22","4334","2155"
"27458","2177","22","4335","2158"
"27459","2173","22","4336","2163"
"27460","2175","22","4338","2163"
"27461","2174","22","4341","2167"
"27462","2175","22","4343","2168"
"27463","2175","22","4344","2169"
"27464","2177","22","4346","2169"
"27466","2177","22","4347","2170"
"27467","2178","22","4348","2170"
"27468","2179","22","4349","2170"
"27471","2180","22","4350","2170"
"27491","2179","22","4350","2171"
"27495","2180","22","4351","2171"
"27507","2179","22","4351","2172"
"27508","2178","22","4352","2174"
"27509","2183","22","4357","2174"
"27510","2184","22","4359","2175"
"27511","2185","22","4362","2177"
"27512","2186","22","4363","2177"
"27513","2187","22","4365","2178"
"27514","2188","22","4366","2178"
"27518","2187","22","4366","2179"
"27520","2186","22","4366","2180"
"27525","2187","22","4367","2180"
"27526","2188","22","4368","2180"
"27527","2186","22","4368","2182"
"27533","2187","22","4369","2182"
"27543","2188","22","4370","2182"
"27552","2189","22","4371","2182"
"27555","2187","22","4371","2184"
"27556","2188","22","4372","2184"
"27557","2189","22","4373","2184"
"27558","2187","22","4373","2186"
"27559","2186","22","4374","2188"
"27560","2185","22","4375","2190"
"27561","2186","22","4377","2191"
"27562","2189","22","4383","2194"
"27563","2188","22","4383","2195"
"27564","2190","22","4385","2195"
"27565","2191","22","4386","2195"
"27576","2190","22","4386","2196"
"27577","2190","22","4387","2197"
"27578","2191","22","4388","2197"
"27579","2192","22","4389","2197"
"27582","2191","22","4389","2198"
"27590","2190","22","4389","2199"
"27591","2188","22","4389","2201"
"27592","2190","22","4391","2201"
"27594","2191","22","4392","2201"
"27598","2192","22","4393","2201"
"27599","2193","22","4394","2201"
"27603","2192","22","4394","2202"
"27608","2191","22","4394","2203"
"27609","2188","22","4396","2208"
"27610","2188","22","4398","2210"
"27611","2189","22","4401","2212"
"27612","2193","22","4407","2214"
"27613","2196","22","4412","2216"
"27614","2198","22","4415","2217"
"27628","2199","22","4416","2217"
"27641","2200","22","4417","2217"
"27650","2199","22","4417","2218"
"27652","2200","22","4418","2218"
"27653","2199","22","4418","2219"
"27657","2197","22","4418","2221"
"27658","2197","22","4419","2222"
"27659","2197","22","4420","2223"
"27660","2198","22","4423","2225"
"27661","2200","22","4427","2227"
"27662","2200","22","4430","2230"
"27663","2199","22","4431","2232"
"27664","2200","22","4432","2232"
"27665","2201","22","4433","2232"
"27671","2200","22","4433","2233"
"27680","2199","22","4433","2234"
"27683","2200","22","4434","2234"
"27684","2201","22","4435","2234"
"27690","2200","22","4435","2235"
"27692","2199","22","4435","2236"
"27701","2198","22","4435","2237"
"27702","2199","22","4437","2238"
"27708","2196","22","4437","2241"
"27709","2191","22","4437","2246"
"27710","2194","22","4441","2247"
"27711","2200","22","4450","2250"
"27712","2204","22","4458","2254"
"27713","2204","22","4459","2255"
"27714","2205","22","4460","2255"
"27718","2204","22","4460","2256"
"27723","2203","22","4460","2257"
"27725","2205","22","4462","2257"
"27726","2206","22","4463","2257"
"27738","2206","22","4464","2258"
"27741","2207","22","4465","2258"
"27745","2208","22","4466","2258"
"27755","2207","22","4466","2259"
"27759","2207","22","4467","2260"
"27760","2202","22","4467","2265"
"27761","2205","22","4471","2266"
"27762","2208","22","4474","2266"
"27763","2210","22","4477","2267"
"27764","2211","22","4479","2268"
"27765","2212","22","4480","2268"
"27766","2214","22","4482","2268"
"27779","2216","22","4484","2268"
"27787","2216","22","4485","2269"
"27788","2214","22","4485","2271"
"27791","2215","22","4486","2271"
"27795","2216","22","4487","2271"
"27800","2217","22","4488","2271"
"27806","2218","22","4489","2271"
"27808","2218","22","4490","2272"
"27809","2219","22","4492","2273"
"27810","2220","22","4496","2276"
"27811","2219","22","4497","2278"
"27812","2217","22","4499","2282"
"27813","2217","22","4500","2283"
"27820","2218","22","4501","2283"
"27824","2219","22","4502","2283"
"27834","2218","22","4502","2284"
"27837","2219","22","4503","2284"
"27838","2220","22","4504","2284"
"27841","2221","22","4505","2284"
"27849","2220","22","4505","2285"
"27851","2221","22","4506","2285"
"27855","2222","22","4507","2285"
"27856","2223","22","4508","2285"
"27857","2222","22","4508","2286"
"27858","2222","22","4509","2287"
"27859","2223","22","4511","2288"
"27860","2223","22","4514","2291"
"27861","2226","22","4519","2293"
"27862","2227","22","4522","2295"
"27863","2229","22","4525","2296"
"27864","2231","22","4529","2298"
"27865","2233","22","4531","2298"
"27866","2235","22","4533","2298"
"27871","2234","22","4533","2299"
"27875","2235","22","4534","2299"
"27884","2234","22","4534","2300"
"27885","2233","22","4534","2301"
"27886","2232","22","4534","2302"
"27889","2233","22","4535","2302"
"27898","2232","22","4535","2303"
"27899","2233","22","4536","2303"
"27904","2234","22","4537","2303"
"27909","2233","22","4537","2304"
"27910","2235","22","4542","2307"
"27911","2241","22","4549","2308"
"27912","2245","22","4555","2310"
"27913","2248","22","4560","2312"
"27914","2251","22","4564","2313"
"27922","2252","22","4565","2313"
"27923","2253","22","4566","2313"
"27925","2254","22","4567","2313"
"27926","2255","22","4568","2313"
"27928","2254","22","4568","2314"
"27938","2255","22","4569","2314"
"27939","2254","22","4569","2315"
"27946","2253","22","4569","2316"
"27950","2254","22","4570","2316"
"27958","2253","22","4570","2317"
"27959","2254","22","4571","2317"
"27960","2254","22","4572","2318"
"27961","2255","22","4576","2321"
"27962","2257","22","4579","2322"
"27963","2260","22","4583","2323"
"27964","2262","22","4585","2323"
"27965","2263","22","4586","2323"
"27966","2264","22","4587","2323"
"27983","2265","22","4588","2323"
"27987","2266","22","4589","2323"
"27996","2264","22","4589","2325"
"27999","2265","22","4590","2325"
"28000","2266","22","4591","2325"
"28005","2265","22","4591","2326"
"28009","2264","22","4592","2328"
"28010","2265","22","4595","2330"
"28011","2262","22","4596","2334"
"28012","2260","22","4597","2337"
"28013","2258","22","4597","2339"
"28014","2260","22","4599","2339"
"28015","2258","22","4599","2341"
"28016","2259","22","4600","2341"
"28017","2258","22","4600","2342"
"28020","2259","22","4601","2342"
"28021","2260","22","4602","2342"
"28032","2260","22","4603","2343"
"28033","2261","22","4604","2343"
"28034","2262","22","4605","2343"
"28035","2263","22","4606","2343"
"28036","2264","22","4607","2343"
"28042","2265","22","4608","2343"
"28044","2265","22","4609","2344"
"28046","2264","22","4610","2346"
"28049","2266","22","4612","2346"
"28052","2267","22","4613","2346"
"28058","2266","22","4613","2347"
"28059","2265","22","4614","2349"
"28060","2260","22","4616","2356"
"28061","2256","22","4619","2363"
"28062","2258","22","4623","2365"
"28063","2259","22","4625","2366"
"28064","2260","22","4627","2367"
"28066","2259","22","4627","2368"
"28067","2260","22","4628","2368"
"28069","2261","22","4629","2368"
"28080","2262","22","4630","2368"
"28084","2263","22","4631","2368"
"28108","2264","22","4632","2368"
"28109","2262","22","4633","2371"
"28110","2260","22","4636","2376"
"28111","2259","22","4640","2381"
"28112","2260","22","4643","2383"
"28113","2259","22","4644","2385"
"28115","2258","22","4644","2386"
"28116","2259","22","4645","2386"
"28125","2260","22","4646","2386"
"28129","2259","22","4646","2387"
"28130","2258","22","4646","2388"
"28132","2257","22","4646","2389"
"28143","2259","22","4648","2389"
"28146","2260","22","4649","2389"
"28155","2261","22","4650","2389"
"28157","2260","22","4651","2391"
"28158","2261","22","4652","2391"
"28159","2267","22","4659","2392"
"28160","2266","22","4663","2397"
"28161","2264","22","4665","2401"
"28162","2267","22","4671","2404"
"28163","2267","22","4673","2406"
"28164","2266","22","4673","2407"
"28165","2266","22","4674","2408"
"28168","2267","22","4675","2408"
"28179","2268","22","4676","2408"
"28180","2269","22","4677","2408"
"28194","2270","22","4678","2408"
"28195","2271","22","4679","2408"
"28202","2272","22","4680","2408"
"28208","2270","22","4680","2410"
"28209","2268","22","4681","2413"
"28210","2267","22","4682","2415"
"28211","2269","22","4688","2419"
"28212","2272","22","4694","2422"
"28213","2273","22","4698","2425"
"28214","2273","22","4699","2426"
"28215","2274","22","4700","2426"
"28226","2275","22","4701","2426"
"28230","2276","22","4702","2426"
"28240","2278","22","4704","2426"
"28245","2277","22","4704","2427"
"28251","2278","22","4705","2427"
"28258","2277","22","4705","2428"
"28259","2278","22","4708","2430"
"28260","2278","22","4711","2433"
"28261","2282","22","4716","2434"
"28262","2283","22","4720","2437"
"28263","2286","22","4723","2437"
"28264","2285","22","4723","2438"
"28268","2286","22","4724","2438"
"28276","2285","22","4724","2439"
"28277","2285","22","4725","2440"
"28278","2286","22","4726","2440"
"28290","2285","22","4726","2441"
"28292","2284","22","4726","2442"
"28298","2283","22","4726","2443"
"28307","2284","22","4727","2443"
"28308","2282","22","4727","2445"
"28309","2284","22","4730","2446"
"28310","2284","22","4731","2447"
"28311","2285","22","4734","2449"
"28312","2287","22","4740","2453"
"28313","2287","22","4741","2454"
"28315","2290","22","4744","2454"
"28323","2289","22","4744","2455"
"28326","2288","22","4744","2456"
"28330","2289","22","4745","2456"
"28339","2288","22","4745","2457"
"28340","2288","22","4746","2458"
"28341","2287","22","4746","2459"
"28342","2286","22","4746","2460"
"28346","2287","22","4747","2460"
"28358","2286","22","4747","2461"
"28359","2285","22","4748","2463"
"28360","2284","22","4751","2467"
"28361","2283","22","4753","2470"
"28362","2288","22","4758","2470"
"28363","2290","22","4760","2470"
"28364","2293","22","4763","2470"
"28365","2294","22","4764","2470"
"28366","2295","22","4765","2470"
"28372","2296","22","4766","2470"
"28374","2295","22","4767","2472"
"28375","2294","22","4767","2473"
"28380","2295","22","4768","2473"
"28389","2295","22","4769","2474"
"28391","2294","22","4769","2475"
"28395","2293","22","4769","2476"
"28409","2291","22","4770","2479"
"28410","2289","22","4771","2482"
"28411","2294","22","4779","2485"
"28412","2296","22","4785","2489"
"28413","2298","22","4788","2490"
"28414","2300","22","4790","2490"
"28415","2301","22","4791","2490"
"28416","2299","22","4791","2492"
"28417","2298","22","4792","2494"
"28419","2299","22","4793","2494"
"28422","2298","22","4793","2495"
"28424","2301","22","4796","2495"
"28425","2302","22","4797","2495"
"28428","2303","22","4798","2495"
"28430","2304","22","4799","2495"
"28437","2305","22","4800","2495"
"28440","2306","22","4801","2495"
"28444","2307","22","4802","2495"
"28451","2308","22","4803","2495"
"28458","2308","22","4804","2496"
"28459","2309","22","4807","2498"
"28460","2308","22","4808","2500"
"28461","2313","22","4816","2503"
"28462","2316","22","4822","2506"
"28463","2316","22","4823","2507"
"28464","2316","22","4824","2508"
"28465","2317","22","4825","2508"
"28468","2318","22","4826","2508"
"28469","2319","22","4827","2508"
"28470","2321","22","4829","2508"
"28472","2322","22","4830","2508"
"28478","2321","22","4830","2509"
"28486","2322","22","4831","2509"
"28488","2323","22","4832","2509"
"28489","2324","22","4833","2509"
"28509","2324","22","4834","2510"
"28510","2318","22","4834","2516"
"28511","2320","22","4839","2519"
"28512","2318","22","4841","2523"
"28513","2318","22","4843","2525"
"28514","2322","22","4847","2525"
"28517","2321","22","4847","2526"
"28522","2320","22","4847","2527"
"28523","2319","22","4847","2528"
"28524","2321","22","4849","2528"
"28525","2320","22","4849","2529"
"28528","2320","22","4850","2530"
"28530","2321","22","4851","2530"
"28533","2320","22","4851","2531"
"28536","2321","22","4852","2531"
"28545","2322","22","4853","2531"
"28559","2321","22","4854","2533"
"28560","2316","22","4855","2539"
"28561","2317","22","4859","2542"
"28562","2323","22","4866","2543"
"28563","2323","22","4867","2544"
"28565","2324","22","4869","2545"
"28568","2325","22","4870","2545"
"28579","2326","22","4871","2545"
"28590","2327","22","4872","2545"
"28592","2329","22","4874","2545"
"28594","2330","22","4875","2545"
"28595","2331","22","4876","2545"
"28608","2330","22","4876","2546"
"28609","2329","22","4878","2549"
"28610","2332","22","4883","2551"
"28611","2334","22","4887","2553"
"28612","2332","22","4889","2557"
"28613","2334","22","4892","2558"
"28614","2333","22","4893","2560"
"28618","2332","22","4893","2561"
"28619","2331","22","4893","2562"
"28620","2330","22","4893","2563"
"28622","2329","22","4893","2564"
"28625","2330","22","4894","2564"
"28626","2331","22","4895","2564"
"28628","2332","22","4896","2564"
"28631","2334","22","4898","2564"
"28634","2335","22","4899","2564"
"28637","2336","22","4900","2564"
"28640","2337","22","4901","2564"
"28645","2338","22","4902","2564"
"28646","2339","22","4903","2564"
"28647","2340","22","4904","2564"
"28658","2339","22","4904","2565"
"28659","2340","22","4905","2565"
"28660","2340","22","4907","2567"
"28661","2343","22","4911","2568"
"28662","2341","22","4912","2571"
"28663","2341","22","4913","2572"
"28664","2344","22","4916","2572"
"28665","2344","22","4917","2573"
"28666","2345","22","4918","2573"
"28667","2346","22","4919","2573"
"28679","2347","22","4920","2573"
"28684","2348","22","4921","2573"
"28702","2349","22","4922","2573"
"28703","2348","22","4922","2574"
"28708","2347","22","4922","2575"
"28709","2345","22","4922","2577"
"28710","2346","22","4924","2578"
"28711","2348","22","4928","2580"
"28712","2350","22","4932","2582"
"28713","2352","22","4934","2582"
"28717","2353","22","4935","2582"
"28722","2354","22","4936","2582"
"28727","2353","22","4936","2583"
"28742","2354","22","4937","2583"
"28754","2352","22","4937","2585"
"28755","2353","22","4938","2585"
"28758","2351","22","4938","2587"
"28759","2349","22","4938","2589"
"28760","2351","22","4941","2590"
"28761","2350","22","4944","2594"
"28762","2352","22","4949","2597"
"28763","2354","22","4952","2598"
"28764","2354","22","4953","2599"
"28768","2355","23","4954","2599"
"28771","2356","23","4955","2599"
"28773","2355","23","4955","2600"
"28775","2357","23","4957","2600"
"28777","2358","23","4958","2600"
"28778","2357","23","4958","2601"
"28781","2358","23","4959","2601"
"28785","2359","23","4960","2601"
"28786","2358","23","4960","2602"
"28790","2359","23","4962","2603"
"28791","2360","23","4963","2603"
"28795","2361","23","4964","2603"
"28798","2362","23","4965","2603"
"28809","2364","23","4968","2604"
"28810","2362","23","4968","2606"
"28811","2365","23","4972","2607"
"28812","2365","23","4975","2610"
"28813","2367","23","4979","2612"
"28814","2367","23","4981","2614"
"28815","2367","23","4982","2615"
"28816","2366","23","4982","2616"
"28817","2367","23","4984","2617"
"28818","2368","23","4985","2617"
"28819","2369","23","4986","2617"
"28827","2370","23","4987","2617"
"28831","2371","23","4988","2617"
"28835","2372","23","4989","2617"
"28841","2371","23","4989","2618"
"28845","2372","23","4990","2618"
"28846","2373","23","4991","2618"
"28859","2374","23","4992","2618"
"28860","2376","23","4996","2620"
"28861","2375","23","4998","2623"
"28862","2379","23","5002","2623"
"28864","2379","23","5003","2624"
"28865","2381","23","5005","2624"
"28867","2382","23","5006","2624"
"28868","2383","23","5007","2624"
"28878","2382","23","5007","2625"
"28879","2383","23","5008","2625"
"28882","2384","23","5009","2625"
"28884","2385","23","5010","2625"
"28886","2386","23","5011","2625"
"28887","2386","23","5012","2626"
"28890","2387","23","5013","2626"
"28894","2388","23","5014","2626"
"28902","2389","23","5015","2626"
"28909","2387","23","5015","2628"
"28910","2385","23","5016","2631"
"28911","2384","23","5018","2634"
"28912","2386","23","5020","2634"
"28913","2386","23","5021","2635"
"28914","2388","23","5023","2635"
"28915","2389","23","5025","2636"
"28916","2390","23","5026","2636"
"28917","2391","23","5027","2636"
"28925","2390","23","5027","2637"
"28927","2389","23","5027","2638"
"28928","2390","23","5028","2638"
"28929","2389","23","5028","2639"
"28930","2390","23","5029","2639"
"28938","2391","23","5030","2639"
"28945","2390","23","5030","2640"
"28953","2391","23","5031","2640"
"28956","2392","23","5032","2640"
"28958","2392","23","5033","2641"
"28960","2391","23","5034","2643"
"28961","2395","23","5041","2646"
"28962","2394","23","5043","2649"
"28963","2395","23","5046","2651"
"28964","2396","23","5048","2652"
"28965","2398","23","5050","2652"
"28966","2399","23","5051","2652"
"28976","2398","23","5051","2653"
"28977","2397","23","5051","2654"
"28978","2398","23","5052","2654"
"28982","2397","23","5052","2655"
"28993","2396","23","5052","2656"
"28996","2397","23","5053","2656"
"29001","2398","23","5054","2656"
"29008","2399","23","5055","2656"
"29009","2399","23","5056","2657"
"29010","2397","23","5056","2659"
"29011","2400","23","5060","2660"
"29012","2402","23","5067","2665"
"29013","2404","23","5072","2668"
"29014","2407","23","5077","2670"
"29015","2410","23","5081","2671"
"29016","2411","23","5082","2671"
"29028","2412","23","5083","2671"
"29029","2414","23","5085","2671"
"29034","2413","23","5085","2672"
"29035","2414","23","5086","2672"
"29040","2415","23","5087","2672"
"29043","2414","23","5087","2673"
"29047","2413","23","5087","2674"
"29059","2412","23","5087","2675"
"29060","2409","23","5088","2679"
"29061","2405","23","5089","2684"
"29062","2403","23","5090","2687"
"29063","2403","23","5091","2688"
"29064","2405","23","5093","2688"
"29073","2404","23","5093","2689"
"29076","2404","23","5094","2690"
"29077","2405","23","5095","2690"
"29080","2406","23","5096","2690"
"29088","2405","23","5096","2691"
"29089","2404","23","5096","2692"
"29093","2405","23","5097","2692"
"29094","2406","23","5098","2692"
"29097","2407","23","5099","2692"
"29100","2408","23","5100","2692"
"29104","2409","23","5101","2692"
"29108","2409","23","5102","2693"
"29109","2407","23","5102","2695"
"29110","2405","23","5104","2699"
"29111","2404","23","5109","2705"
"29112","2406","23","5113","2707"
"29113","2405","23","5115","2710"
"29114","2405","23","5117","2712"
"29115","2409","23","5121","2712"
"29116","2410","23","5122","2712"
"29123","2409","23","5122","2713"
"29124","2410","23","5123","2713"
"29125","2410","23","5124","2714"
"29126","2411","23","5125","2714"
"29127","2412","23","5126","2714"
"29129","2411","23","5126","2715"
"29131","2412","23","5127","2715"
"29132","2414","23","5129","2715"
"29137","2415","23","5130","2715"
"29138","2416","23","5131","2715"
"29147","2417","23","5132","2715"
"29151","2418","23","5133","2715"
"29152","2419","23","5134","2715"
"29157","2420","23","5136","2716"
"29158","2420","23","5137","2717"
"29159","2416","23","5137","2721"
"29160","2414","23","5138","2724"
"29161","2417","23","5143","2726"
"29162","2419","23","5148","2729"
"29163","2424","23","5153","2729"
"29164","2423","23","5154","2731"
"29165","2422","23","5154","2732"
"29176","2423","23","5155","2732"
"29178","2422","23","5155","2733"
"29182","2421","23","5155","2734"
"29183","2422","23","5156","2734"
"29187","2423","23","5157","2734"
"29189","2424","23","5158","2734"
"29194","2423","23","5159","2736"
"29200","2423","23","5160","2737"
"29210","2424","23","5162","2738"
"29211","2426","23","5167","2741"
"29212","2426","23","5169","2743"
"29213","2427","23","5172","2745"
"29214","2428","23","5173","2745"
"29215","2429","23","5174","2745"
"29220","2430","23","5175","2745"
"29222","2431","23","5176","2745"
"29223","2433","23","5178","2745"
"29227","2435","23","5180","2745"
"29233","2434","23","5180","2746"
"29235","2435","23","5181","2746"
"29242","2434","23","5181","2747"
"29243","2433","23","5181","2748"
"29245","2432","23","5181","2749"
"29257","2433","23","5182","2749"
"29258","2434","23","5183","2749"
